cluster,length,contig_id,per_identity,rep
Cluster 10010,1011,t1_NODE_1239_length_1011_cov_2.096234,91.10,False
Cluster 10010,1152,t1_NODE_569_length_1152_cov_3.114859,89.93,False
Cluster 10011,1225,t1_NODE_2117_length_1225_cov_4.727350,99.92,False
Cluster 10011,1243,t1_NODE_1277_length_1243_cov_4.802189,100.00,True
Cluster 10011,1190,t1_NODE_565_length_1190_cov_3.119824,99.92,False
Cluster 10012,1243,t1_NODE_1279_length_1243_cov_2.898990,100.00,True
Cluster 10013,1243,t1_NODE_722_length_1243_cov_4.070707,100.00,True
Cluster 10014,1243,t1_NODE_326_length_1243_cov_0.987374,100.00,True
Cluster 10015,1243,t1_NODE_1536_length_1243_cov_3.376263,100.00,True
Cluster 10016,1242,t1_NODE_176_length_1242_cov_3.045493,100.00,True
Cluster 10017,1242,t1_NODE_735_length_1242_cov_1.311710,100.00,True
Cluster 10018,1242,t1_NODE_2028_length_1242_cov_7.453243,100.00,True
Cluster 10019,1242,t1_NODE_2030_length_1242_cov_5.565291,100.00,True
Cluster 10020,1155,t1_NODE_353_length_1155_cov_2.025455,94.37,False
Cluster 10020,1065,t1_NODE_1213_length_1065_cov_2.616832,88.54,False
Cluster 10020,1242,t1_NODE_2031_length_1242_cov_5.399326,100.00,True
Cluster 10020,1132,t1_NODE_1077_length_1132_cov_3.651811,95.32,False
Cluster 10020,1061,t1_NODE_873_length_1061_cov_2.799205,96.04,False
Cluster 10020,1093,t1_NODE_665_length_1093_cov_2.288054,88.56,False
Cluster 10020,1103,t1_NODE_2119_length_1103_cov_2.084924,96.28,False
Cluster 10021,1242,t1_NODE_2032_length_1242_cov_4.374052,100.00,True
Cluster 10022,1242,t1_NODE_2033_length_1242_cov_3.438922,100.00,True
Cluster 10023,1242,t1_NODE_2034_length_1242_cov_2.971356,100.00,True
Cluster 10024,1242,t1_NODE_2035_length_1242_cov_2.737152,100.00,True
Cluster 10025,1242,t1_NODE_2036_length_1242_cov_1.461668,100.00,True
Cluster 10026,1242,t1_NODE_457_length_1242_cov_1.874473,100.00,True
Cluster 10027,1242,t1_NODE_710_length_1242_cov_2.273799,100.00,True
Cluster 10028,1242,t1_NODE_711_length_1242_cov_1.662174,100.00,True
Cluster 10029,1242,t1_NODE_221_length_1242_cov_2.545914,100.00,True
Cluster 10030,1242,t1_NODE_312_length_1242_cov_1.812131,100.00,True
Cluster 10031,1242,t1_NODE_900_length_1242_cov_4.753159,100.00,True
Cluster 10032,1022,t1_NODE_1527_length_1022_cov_2.973113,93.44,False
Cluster 10032,1242,t1_NODE_1059_length_1242_cov_2.877843,100.00,True
Cluster 10033,1010,t1_NODE_1463_length_1010_cov_4.942408,97.13,False
Cluster 10033,1047,t1_NODE_1258_length_1047_cov_4.884073,92.84,False
Cluster 10033,1242,t1_NODE_512_length_1242_cov_5.119629,100.00,True
Cluster 10034,1242,t1_NODE_1538_length_1242_cov_2.283067,100.00,True
Cluster 10035,1241,t1_NODE_277_length_1241_cov_2.521079,100.00,True
Cluster 10036,1241,t1_NODE_473_length_1241_cov_4.666948,100.00,True
Cluster 10036,1044,t1_NODE_344_length_1044_cov_3.171891,99.33,False
Cluster 10036,1220,t1_NODE_821_length_1220_cov_3.789700,90.41,False
Cluster 10036,1116,t1_NODE_996_length_1116_cov_5.639962,88.17,False
Cluster 10036,1197,t1_NODE_865_length_1197_cov_3.287215,88.64,False
Cluster 10036,1062,t1_NODE_673_length_1062_cov_2.980139,90.58,False
Cluster 10036,1114,t1_NODE_407_length_1114_cov_2.658168,95.33,False
Cluster 10036,1048,t1_NODE_1735_length_1048_cov_2.302115,93.99,False
Cluster 10037,1241,t1_NODE_475_length_1241_cov_2.921585,100.00,True
Cluster 10037,1102,t1_NODE_2120_length_1102_cov_5.727794,89.38,False
Cluster 10038,1241,t1_NODE_196_length_1241_cov_3.306914,100.00,True
Cluster 10039,1241,t1_NODE_2038_length_1241_cov_2.899663,100.00,True
Cluster 10040,1241,t1_NODE_2040_length_1241_cov_2.016863,100.00,True
Cluster 10041,1241,t1_NODE_758_length_1241_cov_1.860877,100.00,True
Cluster 10042,1241,t1_NODE_712_length_1241_cov_3.467960,100.00,True
Cluster 10043,1241,t1_NODE_129_length_1241_cov_83.033727,100.00,True
Cluster 10044,1241,t1_NODE_907_length_1241_cov_4.376897,100.00,True
Cluster 10045,1241,t1_NODE_908_length_1241_cov_2.313659,100.00,True
Cluster 10045,1035,t1_NODE_1293_length_1035_cov_3.455102,94.98,False
Cluster 10046,1241,t1_NODE_909_length_1241_cov_2.170320,100.00,True
Cluster 10047,1241,t1_NODE_910_length_1241_cov_1.964587,100.00,True
Cluster 10048,1241,t1_NODE_317_length_1241_cov_1.630691,100.00,True
Cluster 10049,1241,t1_NODE_300_length_1241_cov_3.086003,100.00,True
Cluster 10050,1241,t1_NODE_901_length_1241_cov_2.500000,100.00,True
Cluster 10051,1241,t1_NODE_1060_length_1241_cov_3.266442,100.00,True
Cluster 10051,1054,t1_NODE_832_length_1054_cov_3.534535,85.10,False
Cluster 10052,1241,t1_NODE_1280_length_1241_cov_4.935919,100.00,True
Cluster 10053,1241,t1_NODE_726_length_1241_cov_1.786678,100.00,True
Cluster 10054,1241,t1_NODE_727_length_1241_cov_1.001686,100.00,True
Cluster 10055,1160,t1_NODE_860_length_1160_cov_4.544796,88.28,False
Cluster 10055,1241,t1_NODE_514_length_1241_cov_2.256324,100.00,True
Cluster 10056,1241,t1_NODE_447_length_1241_cov_2.261383,100.00,True
Cluster 10057,1241,t1_NODE_449_length_1241_cov_1.938449,100.00,True
Cluster 10058,1241,t1_NODE_1540_length_1241_cov_8.702361,100.00,True
Cluster 10059,1241,t1_NODE_1542_length_1241_cov_6.355818,100.00,True
Cluster 10060,1240,t1_NODE_298_length_1240_cov_1.211814,100.00,True
Cluster 10061,1240,t1_NODE_476_length_1240_cov_4.624473,100.00,True
Cluster 10061,1021,t1_NODE_1386_length_1021_cov_3.134576,88.83,False
Cluster 10062,1240,t1_NODE_477_length_1240_cov_2.827004,100.00,True
Cluster 10063,1240,t1_NODE_736_length_1240_cov_2.964557,100.00,True
Cluster 10064,1240,t1_NODE_737_length_1240_cov_1.388186,100.00,True
Cluster 10065,1240,t1_NODE_2042_length_1240_cov_3.190717,100.00,True
Cluster 10066,1120,t1_NODE_1190_length_1120_cov_2.573709,87.23,False
Cluster 10066,1240,t1_NODE_618_length_1240_cov_2.895359,100.00,True
Cluster 10067,1240,t1_NODE_164_length_1240_cov_2.212658,100.00,True
Cluster 10068,1240,t1_NODE_314_length_1240_cov_2.010127,100.00,True
Cluster 10069,1240,t1_NODE_906_length_1240_cov_1.994093,100.00,True
Cluster 10070,1239,t1_NODE_2046_length_1239_cov_4.290541,90.96,False
Cluster 10070,1165,t1_NODE_923_length_1165_cov_2.996396,87.55,False
Cluster 10070,1128,t1_NODE_970_length_1128_cov_4.356943,98.23,False
Cluster 10070,1114,t1_NODE_1050_length_1114_cov_3.042493,98.38,False
Cluster 10070,1034,t1_NODE_1099_length_1034_cov_2.635342,99.23,False
Cluster 10070,1240,t1_NODE_1063_length_1240_cov_3.712236,100.00,True
Cluster 10070,1193,t1_NODE_1430_length_1193_cov_3.089631,91.28,False
Cluster 10070,1098,t1_NODE_732_length_1098_cov_5.119847,94.54,False
Cluster 10071,1240,t1_NODE_728_length_1240_cov_4.232911,100.00,True
Cluster 10072,1240,t1_NODE_705_length_1240_cov_1.381435,100.00,True
Cluster 10073,1240,t1_NODE_516_length_1240_cov_3.438819,100.00,True
Cluster 10074,1240,t1_NODE_508_length_1240_cov_2.538397,100.00,True
Cluster 10075,1240,t1_NODE_450_length_1240_cov_2.286076,100.00,True
Cluster 10076,1240,t1_NODE_1544_length_1240_cov_7.293671,100.00,True
Cluster 10077,1239,t1_NODE_738_length_1239_cov_2.402027,100.00,True
Cluster 10078,1239,t1_NODE_2043_length_1239_cov_6.962838,100.00,True
Cluster 10078,1236,t1_NODE_775_length_1236_cov_2.456393,89.16,False
Cluster 10078,1049,t1_NODE_1242_length_1049_cov_1.359155,86.18,False
Cluster 10079,1239,t1_NODE_2044_length_1239_cov_5.873311,100.00,True
Cluster 10080,1239,t1_NODE_2048_length_1239_cov_2.311655,100.00,True
Cluster 10081,1239,t1_NODE_2049_length_1239_cov_1.673142,100.00,True
Cluster 10082,1239,t1_NODE_460_length_1239_cov_3.049831,100.00,True
Cluster 10083,1239,t1_NODE_461_length_1239_cov_2.695101,100.00,True
Cluster 10084,1239,t1_NODE_765_length_1239_cov_2.891892,100.00,True
Cluster 10085,1239,t1_NODE_716_length_1239_cov_2.078547,100.00,True
Cluster 10086,1239,t1_NODE_827_length_1239_cov_4.370777,100.00,True
Cluster 10086,1188,t1_NODE_568_length_1188_cov_3.247132,97.39,False
Cluster 10087,1239,t1_NODE_780_length_1239_cov_2.155405,100.00,True
Cluster 10088,1239,t1_NODE_481_length_1239_cov_3.818412,100.00,True
Cluster 10089,1239,t1_NODE_619_length_1239_cov_2.717061,100.00,True
Cluster 10090,1121,t1_NODE_1024_length_1121_cov_3.297373,95.36,False
Cluster 10090,1112,t1_NODE_1129_length_1112_cov_1.691580,91.91,False
Cluster 10090,1239,t1_NODE_620_length_1239_cov_1.849662,100.00,True
Cluster 10091,1239,t1_NODE_271_length_1239_cov_4.382601,100.00,True
Cluster 10092,1239,t1_NODE_909_length_1239_cov_1.266892,100.00,True
Cluster 10093,1005,t1_NODE_949_length_1005_cov_3.356842,95.52,False
Cluster 10093,1021,t1_NODE_224_length_1021_cov_2.059006,92.46,False
Cluster 10093,1080,t1_NODE_1217_length_1080_cov_4.703415,85.19,False
Cluster 10093,1173,t1_NODE_583_length_1173_cov_3.877460,95.57,False
Cluster 10093,1239,t1_NODE_1065_length_1239_cov_5.526182,100.00,True
Cluster 10093,1137,t1_NODE_660_length_1137_cov_4.277264,97.63,False
Cluster 10093,1090,t1_NODE_2176_length_1090_cov_4.129469,95.96,False
Cluster 10094,1239,t1_NODE_1066_length_1239_cov_3.442568,100.00,True
Cluster 10095,1239,t1_NODE_1067_length_1239_cov_3.191723,100.00,True
Cluster 10096,1140,t1_NODE_1053_length_1140_cov_4.717972,85.61,False
Cluster 10096,1170,t1_NODE_586_length_1170_cov_2.278924,89.32,False
Cluster 10096,1239,t1_NODE_1068_length_1239_cov_3.130912,100.00,True
Cluster 10096,1216,t1_NODE_1348_length_1216_cov_3.944014,85.36,False
Cluster 10096,1014,t1_NODE_2625_length_1014_cov_3.668405,91.32,False
Cluster 10097,1239,t1_NODE_1069_length_1239_cov_2.915541,100.00,True
Cluster 10098,1239,t1_NODE_706_length_1239_cov_4.307432,100.00,True
Cluster 10098,1178,t1_NODE_523_length_1178_cov_2.700801,88.12,False
Cluster 10099,1239,t1_NODE_519_length_1239_cov_3.533784,100.00,True
Cluster 10100,1239,t1_NODE_520_length_1239_cov_3.427365,100.00,True
Cluster 10101,1061,t1_NODE_1007_length_1061_cov_3.946322,96.23,False
Cluster 10101,1239,t1_NODE_509_length_1239_cov_1.962838,100.00,True
Cluster 10102,1026,t1_NODE_368_length_1026_cov_3.970134,94.83,False
Cluster 10102,1239,t1_NODE_1545_length_1239_cov_3.026182,100.00,True
Cluster 10103,1239,t1_NODE_1546_length_1239_cov_1.809122,100.00,True
Cluster 10104,1239,t1_NODE_1547_length_1239_cov_1.441723,100.00,True
Cluster 10105,1238,t1_NODE_177_length_1238_cov_3.612003,100.00,True
Cluster 10105,1138,t1_NODE_2646_length_1138_cov_4.296399,92.00,False
Cluster 10105,1162,t1_NODE_228_length_1162_cov_3.348690,91.91,False
Cluster 10106,1238,t1_NODE_198_length_1238_cov_2.890955,100.00,True
Cluster 10107,1238,t1_NODE_2052_length_1238_cov_4.749789,100.00,True
Cluster 10108,1238,t1_NODE_2054_length_1238_cov_1.784446,100.00,True
Cluster 10109,1238,t1_NODE_2055_length_1238_cov_1.530854,100.00,True
Cluster 10110,1238,t1_NODE_462_length_1238_cov_1.451395,100.00,True
Cluster 10111,1041,t1_NODE_552_length_1041_cov_1.784990,90.30,False
Cluster 10111,1238,t1_NODE_769_length_1238_cov_2.462384,100.00,True
Cluster 10112,1238,t1_NODE_771_length_1238_cov_1.423500,100.00,True
Cluster 10113,1238,t1_NODE_291_length_1238_cov_2.466610,100.00,True
Cluster 10113,1117,t1_NODE_1047_length_1117_cov_2.143126,86.39,False
Cluster 10114,1238,t1_NODE_913_length_1238_cov_1.324598,100.00,True
Cluster 10115,1238,t1_NODE_828_length_1238_cov_1.302620,100.00,True
Cluster 10116,1238,t1_NODE_781_length_1238_cov_4.786982,100.00,True
Cluster 10117,1007,t1_NODE_3646_length_1007_cov_9.540966,95.43,False
Cluster 10117,1238,t1_NODE_782_length_1238_cov_3.343195,100.00,True
Cluster 10117,1007,t1_NODE_785_length_1007_cov_5.178571,94.84,False
Cluster 10118,1238,t1_NODE_783_length_1238_cov_1.234150,100.00,True
Cluster 10119,1238,t1_NODE_622_length_1238_cov_2.491970,100.00,True
Cluster 10120,1238,t1_NODE_318_length_1238_cov_2.468301,100.00,True
Cluster 10121,1238,t1_NODE_180_length_1238_cov_3.494505,100.00,True
Cluster 10122,1238,t1_NODE_1282_length_1238_cov_3.124260,100.00,True
Cluster 10123,1238,t1_NODE_1283_length_1238_cov_2.980558,100.00,True
Cluster 10124,1238,t1_NODE_1284_length_1238_cov_2.428571,100.00,True
Cluster 10125,1238,t1_NODE_708_length_1238_cov_4.612003,100.00,True
Cluster 10126,1238,t1_NODE_510_length_1238_cov_2.235841,100.00,True
Cluster 10127,1238,t1_NODE_1549_length_1238_cov_6.606932,100.00,True
Cluster 10128,1238,t1_NODE_1551_length_1238_cov_4.157227,100.00,True
Cluster 10129,1238,t1_NODE_1552_length_1238_cov_3.877430,100.00,True
Cluster 10130,1238,t1_NODE_1554_length_1238_cov_1.959425,100.00,True
Cluster 10131,1237,t1_NODE_303_length_1237_cov_1.773266,100.00,True
Cluster 10132,1237,t1_NODE_2056_length_1237_cov_5.970389,100.00,True
Cluster 10133,1237,t1_NODE_2057_length_1237_cov_3.096447,100.00,True
Cluster 10134,1237,t1_NODE_463_length_1237_cov_4.719966,100.00,True
Cluster 10135,1070,t1_NODE_123_length_1070_cov_2.224631,92.06,False
Cluster 10135,1237,t1_NODE_915_length_1237_cov_3.525381,100.00,True
Cluster 10136,1237,t1_NODE_916_length_1237_cov_1.550761,100.00,True
Cluster 10137,1237,t1_NODE_90_length_1237_cov_1.625212,100.00,True
Cluster 10138,1237,t1_NODE_785_length_1237_cov_7.010998,100.00,True
Cluster 10139,1237,t1_NODE_787_length_1237_cov_2.588832,100.00,True
Cluster 10140,1237,t1_NODE_484_length_1237_cov_4.361252,100.00,True
Cluster 10141,1237,t1_NODE_623_length_1237_cov_7.525381,100.00,True
Cluster 10142,1237,t1_NODE_320_length_1237_cov_7.251269,100.00,True
Cluster 10143,1237,t1_NODE_274_length_1237_cov_2.744501,100.00,True
Cluster 10143,1022,t1_NODE_1870_length_1022_cov_2.074457,96.48,False
Cluster 10144,1237,t1_NODE_913_length_1237_cov_3.060914,100.00,True
Cluster 10145,1210,t1_NODE_969_length_1210_cov_2.968831,85.21,False
Cluster 10145,1237,t1_NODE_1286_length_1237_cov_5.120981,100.00,True
Cluster 10145,1104,t1_NODE_651_length_1104_cov_2.828408,98.01,False
Cluster 10146,1237,t1_NODE_1287_length_1237_cov_3.205584,100.00,True
Cluster 10147,1237,t1_NODE_1288_length_1237_cov_3.111675,100.00,True
Cluster 10148,1237,t1_NODE_1289_length_1237_cov_2.583756,100.00,True
Cluster 10149,1237,t1_NODE_1290_length_1237_cov_2.489002,100.00,True
Cluster 10150,1237,t1_NODE_731_length_1237_cov_7.969543,100.00,True
Cluster 10151,1237,t1_NODE_733_length_1237_cov_3.784264,100.00,True
Cluster 10152,1237,t1_NODE_709_length_1237_cov_6.160745,100.00,True
Cluster 10153,1237,t1_NODE_710_length_1237_cov_5.797800,100.00,True
Cluster 10154,1237,t1_NODE_711_length_1237_cov_4.344332,100.00,True
Cluster 10155,1237,t1_NODE_712_length_1237_cov_2.737733,100.00,True
Cluster 10156,1237,t1_NODE_713_length_1237_cov_1.713198,100.00,True
Cluster 10157,1237,t1_NODE_1555_length_1237_cov_5.060914,100.00,True
Cluster 10158,1236,t1_NODE_2058_length_1236_cov_4.633362,100.00,True
Cluster 10159,1236,t1_NODE_2059_length_1236_cov_4.182896,100.00,True
Cluster 10160,1236,t1_NODE_2062_length_1236_cov_1.931414,100.00,True
Cluster 10161,1236,t1_NODE_776_length_1236_cov_2.142252,100.00,True
Cluster 10162,1236,t1_NODE_788_length_1236_cov_4.845047,100.00,True
Cluster 10163,1236,t1_NODE_789_length_1236_cov_1.659610,100.00,True
Cluster 10164,1036,t1_NODE_1313_length_1036_cov_2.723751,89.00,False
Cluster 10164,1027,t1_NODE_362_length_1027_cov_2.546296,93.09,False
Cluster 10164,1075,t1_NODE_1209_length_1075_cov_5.721569,87.07,False
Cluster 10164,1236,t1_NODE_917_length_1236_cov_11.331075,100.00,True
Cluster 10165,1236,t1_NODE_832_length_1236_cov_2.622354,100.00,True
Cluster 10166,1236,t1_NODE_788_length_1236_cov_2.438611,100.00,True
Cluster 10167,1236,t1_NODE_627_length_1236_cov_4.055038,100.00,True
Cluster 10168,1236,t1_NODE_321_length_1236_cov_2.475021,100.00,True
Cluster 10169,1236,t1_NODE_337_length_1236_cov_2.534293,100.00,True
Cluster 10170,1236,t1_NODE_338_length_1236_cov_1.346317,100.00,True
Cluster 10171,1236,t1_NODE_1073_length_1236_cov_4.243861,100.00,True
Cluster 10172,1236,t1_NODE_1074_length_1236_cov_3.376799,100.00,True
Cluster 10173,1236,t1_NODE_1292_length_1236_cov_1.459780,100.00,True
Cluster 10174,1236,t1_NODE_714_length_1236_cov_2.914479,100.00,True
Cluster 10175,1236,t1_NODE_454_length_1236_cov_3.780694,100.00,True
Cluster 10176,1236,t1_NODE_1558_length_1236_cov_4.662151,100.00,True
Cluster 10177,1236,t1_NODE_1560_length_1236_cov_2.746825,100.00,True
Cluster 10178,1235,t1_NODE_284_length_1235_cov_1.911864,100.00,True
Cluster 10179,1235,t1_NODE_285_length_1235_cov_1.138983,100.00,True
Cluster 10180,1235,t1_NODE_742_length_1235_cov_2.390678,100.00,True
Cluster 10180,1027,t1_NODE_1409_length_1027_cov_2.057613,92.60,False
Cluster 10180,1184,t1_NODE_360_length_1184_cov_1.899911,85.47,False
Cluster 10181,1235,t1_NODE_2063_length_1235_cov_12.833051,100.00,True
Cluster 10182,1235,t1_NODE_2067_length_1235_cov_3.534746,100.00,True
Cluster 10183,1235,t1_NODE_2068_length_1235_cov_2.526271,100.00,True
Cluster 10184,1235,t1_NODE_2069_length_1235_cov_2.485593,100.00,True
Cluster 10185,1235,t1_NODE_2070_length_1235_cov_1.659322,100.00,True
Cluster 10186,1235,t1_NODE_464_length_1235_cov_3.113559,100.00,True
Cluster 10187,1235,t1_NODE_778_length_1235_cov_2.811017,100.00,True
Cluster 10188,1078,t1_NODE_3045_length_1078_cov_5.411535,96.29,False
Cluster 10188,1235,t1_NODE_779_length_1235_cov_1.877119,100.00,True
Cluster 10188,1060,t1_NODE_1291_length_1060_cov_5.045771,87.83,False
Cluster 10189,1235,t1_NODE_792_length_1235_cov_2.925424,100.00,True
Cluster 10190,1107,t1_NODE_405_length_1107_cov_7.258555,90.06,False
Cluster 10190,1235,t1_NODE_292_length_1235_cov_7.465254,100.00,True
Cluster 10191,1235,t1_NODE_835_length_1235_cov_2.472881,100.00,True
Cluster 10192,1235,t1_NODE_790_length_1235_cov_3.847458,100.00,True
Cluster 10193,1235,t1_NODE_791_length_1235_cov_3.387288,100.00,True
Cluster 10193,1112,t1_NODE_1214_length_1112_cov_2.214759,86.96,False
Cluster 10194,1235,t1_NODE_485_length_1235_cov_2.384746,100.00,True
Cluster 10195,1235,t1_NODE_629_length_1235_cov_2.861864,100.00,True
Cluster 10196,1235,t1_NODE_918_length_1235_cov_3.411864,100.00,True
Cluster 10197,1235,t1_NODE_1075_length_1235_cov_2.811017,100.00,True
Cluster 10197,1005,t1_NODE_2680_length_1005_cov_5.305263,99.40,False
Cluster 10198,1235,t1_NODE_1293_length_1235_cov_4.629661,100.00,True
Cluster 10199,1235,t1_NODE_1294_length_1235_cov_3.004237,100.00,True
Cluster 10200,1235,t1_NODE_735_length_1235_cov_1.238136,100.00,True
Cluster 10201,1235,t1_NODE_455_length_1235_cov_2.866949,100.00,True
Cluster 10202,1235,t1_NODE_1561_length_1235_cov_4.710169,100.00,True
Cluster 10203,1235,t1_NODE_1562_length_1235_cov_3.104237,100.00,True
Cluster 10204,1235,t1_NODE_1563_length_1235_cov_2.831356,100.00,True
Cluster 10205,1235,t1_NODE_1564_length_1235_cov_2.635593,100.00,True
Cluster 10206,1234,t1_NODE_76_length_1234_cov_5.603902,100.00,True
Cluster 10207,1234,t1_NODE_2073_length_1234_cov_4.216285,100.00,True
Cluster 10208,1234,t1_NODE_2074_length_1234_cov_2.413062,100.00,True
Cluster 10209,1234,t1_NODE_466_length_1234_cov_3.280746,100.00,True
Cluster 10210,1234,t1_NODE_793_length_1234_cov_5.034775,100.00,True
Cluster 10211,1234,t1_NODE_721_length_1234_cov_4.175573,100.00,True
Cluster 10212,1135,t1_NODE_2667_length_1135_cov_3.306481,92.33,False
Cluster 10212,1234,t1_NODE_919_length_1234_cov_3.300254,100.00,True
Cluster 10213,1202,t1_NODE_2253_length_1202_cov_3.877071,86.86,False
Cluster 10213,1234,t1_NODE_793_length_1234_cov_4.572519,100.00,True
Cluster 10213,1092,t1_NODE_1544_length_1092_cov_4.822565,94.96,False
Cluster 10213,1174,t1_NODE_807_length_1174_cov_3.646113,94.97,False
Cluster 10213,1153,t1_NODE_1888_length_1153_cov_5.683060,88.81,False
Cluster 10214,1234,t1_NODE_794_length_1234_cov_3.279050,100.00,True
Cluster 10215,1234,t1_NODE_489_length_1234_cov_2.857506,100.00,True
Cluster 10216,1234,t1_NODE_128_length_1234_cov_2.819338,100.00,True
Cluster 10217,1021,t1_NODE_588_length_1021_cov_3.707039,99.51,False
Cluster 10217,1008,t1_NODE_561_length_1008_cov_2.369360,90.77,False
Cluster 10217,1067,t1_NODE_1221_length_1067_cov_2.940711,99.34,False
Cluster 10217,1234,t1_NODE_1297_length_1234_cov_3.401187,100.00,True
Cluster 10218,1234,t1_NODE_736_length_1234_cov_15.920271,100.00,True
Cluster 10219,1234,t1_NODE_737_length_1234_cov_3.832909,100.00,True
Cluster 10220,1234,t1_NODE_1565_length_1234_cov_3.339271,100.00,True
Cluster 10221,1234,t1_NODE_1566_length_1234_cov_3.217133,100.00,True
Cluster 10222,1234,t1_NODE_1567_length_1234_cov_2.737913,100.00,True
Cluster 10223,1183,t1_NODE_1460_length_1183_cov_4.622340,95.44,False
Cluster 10223,1234,t1_NODE_1568_length_1234_cov_2.637829,100.00,True
Cluster 10224,1233,t1_NODE_2075_length_1233_cov_9.896435,100.00,True
Cluster 10225,1233,t1_NODE_2076_length_1233_cov_9.896435,100.00,True
Cluster 10225,1173,t1_NODE_347_length_1173_cov_4.143113,90.96,False
Cluster 10225,1133,t1_NODE_1147_length_1133_cov_4.580705,95.85,False
Cluster 10226,1233,t1_NODE_2077_length_1233_cov_6.339559,100.00,True
Cluster 10227,1095,t1_NODE_1104_length_1095_cov_2.435577,94.79,False
Cluster 10227,1233,t1_NODE_2078_length_1233_cov_6.316638,100.00,True
Cluster 10228,1233,t1_NODE_2079_length_1233_cov_6.280136,100.00,True
Cluster 10228,1179,t1_NODE_846_length_1179_cov_1.996441,98.22,False
Cluster 10229,1233,t1_NODE_2081_length_1233_cov_4.517827,100.00,True
Cluster 10230,1233,t1_NODE_2083_length_1233_cov_3.376910,100.00,True
Cluster 10230,1059,t1_NODE_536_length_1059_cov_1.924303,92.16,False
Cluster 10230,1024,t1_NODE_965_length_1024_cov_3.151703,94.14,False
Cluster 10231,1233,t1_NODE_2084_length_1233_cov_3.101019,100.00,True
Cluster 10231,1233,t1_NODE_1571_length_1233_cov_2.144312,86.13,False
Cluster 10232,1233,t1_NODE_2085_length_1233_cov_2.842105,100.00,True
Cluster 10233,1101,t1_NODE_653_length_1101_cov_7.421606,97.37,False
Cluster 10233,1233,t1_NODE_782_length_1233_cov_8.445671,100.00,True
Cluster 10234,1233,t1_NODE_294_length_1233_cov_2.749576,100.00,True
Cluster 10235,1233,t1_NODE_724_length_1233_cov_4.058574,100.00,True
Cluster 10236,1233,t1_NODE_920_length_1233_cov_4.007640,100.00,True
Cluster 10237,1233,t1_NODE_839_length_1233_cov_2.026316,100.00,True
Cluster 10238,1233,t1_NODE_632_length_1233_cov_1.856537,100.00,True
Cluster 10239,1233,t1_NODE_1076_length_1233_cov_5.977929,100.00,True
Cluster 10240,1233,t1_NODE_1077_length_1233_cov_3.326825,100.00,True
Cluster 10241,1233,t1_NODE_1078_length_1233_cov_2.314941,100.00,True
Cluster 10241,1135,t1_NODE_1618_length_1135_cov_1.533333,96.21,False
Cluster 10242,1233,t1_NODE_1079_length_1233_cov_2.269949,100.00,True
Cluster 10243,1233,t1_NODE_1080_length_1233_cov_1.753820,100.00,True
Cluster 10244,1233,t1_NODE_129_length_1233_cov_2.158744,100.00,True
Cluster 10245,1233,t1_NODE_1298_length_1233_cov_3.711375,100.00,True
Cluster 10246,1233,t1_NODE_1299_length_1233_cov_3.258913,100.00,True
Cluster 10247,1233,t1_NODE_739_length_1233_cov_2.095076,100.00,True
Cluster 10248,1233,t1_NODE_525_length_1233_cov_3.922750,100.00,True
Cluster 10249,1232,t1_NODE_179_length_1232_cov_5.591334,100.00,True
Cluster 10250,1232,t1_NODE_748_length_1232_cov_2.197961,100.00,True
Cluster 10251,1129,t1_NODE_657_length_1129_cov_6.370577,96.72,False
Cluster 10251,1232,t1_NODE_2086_length_1232_cov_7.400170,100.00,True
Cluster 10251,1033,t1_NODE_1343_length_1033_cov_5.675869,97.58,False
Cluster 10251,1124,t1_NODE_403_length_1124_cov_3.093545,95.02,False
Cluster 10251,1144,t1_NODE_926_length_1144_cov_5.066116,99.13,False
Cluster 10251,1134,t1_NODE_1145_length_1134_cov_5.910102,95.33,False
Cluster 10251,1043,t1_NODE_1130_length_1043_cov_4.905870,97.32,False
Cluster 10251,1014,t1_NODE_824_length_1014_cov_3.332638,98.72,False
Cluster 10252,1232,t1_NODE_2087_length_1232_cov_2.923534,100.00,True
Cluster 10252,1194,t1_NODE_560_length_1194_cov_4.042142,93.13,False
Cluster 10253,1232,t1_NODE_2088_length_1232_cov_2.919286,100.00,True
Cluster 10254,1232,t1_NODE_2089_length_1232_cov_2.394223,100.00,True
Cluster 10255,1232,t1_NODE_467_length_1232_cov_7.937128,100.00,True
Cluster 10256,1232,t1_NODE_726_length_1232_cov_2.335599,100.00,True
Cluster 10257,1232,t1_NODE_796_length_1232_cov_2.207307,100.00,True
Cluster 10258,1232,t1_NODE_797_length_1232_cov_1.728122,100.00,True
Cluster 10259,1232,t1_NODE_492_length_1232_cov_2.179269,100.00,True
Cluster 10259,1182,t1_NODE_1767_length_1182_cov_4.710736,89.93,False
Cluster 10260,1232,t1_NODE_165_length_1232_cov_3.496177,100.00,True
Cluster 10261,1232,t1_NODE_130_length_1232_cov_7.125743,100.00,True
Cluster 10262,1232,t1_NODE_513_length_1232_cov_4.506372,100.00,True
Cluster 10263,1232,t1_NODE_458_length_1232_cov_2.241291,100.00,True
Cluster 10264,1232,t1_NODE_1572_length_1232_cov_5.266780,100.00,True
Cluster 10265,1113,t1_NODE_399_length_1113_cov_3.625709,88.41,False
Cluster 10265,1232,t1_NODE_1574_length_1232_cov_3.863212,100.00,True
